term,votes,chosen,confidence,margin
shoot,"{""wordnet_lexnames"": [""noun.act"", ""noun.plant"", ""verb.body"", ""verb.change"", ""verb.cognition"", ""verb.communication"", ""verb.competition"", ""verb.consumption"", ""verb.contact"", ""verb.motion"", ""verb.perception"", ""verb.social"", ""verb.weather""], ""mapped_categories"": [""Activities"", ""Food"", ""Health"", ""Professional"", ""Travel""], ""vote_detail"": null}",Food,,
shop,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""verb.communication"", ""verb.possession"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
shore,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.object"", ""verb.contact"", ""verb.motion"", ""verb.stative""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
short,"{""wordnet_lexnames"": [""adj.all"", ""adv.all"", ""noun.act"", ""noun.artifact"", ""verb.creation"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Grammar"", ""Home"", ""Professional"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
shot,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""noun.artifact"", ""noun.cognition"", ""noun.communication"", ""noun.person"", ""noun.quantity"", ""noun.state"", ""verb.body"", ""verb.change"", ""verb.cognition"", ""verb.communication"", ""verb.competition"", ""verb.consumption"", ""verb.contact"", ""verb.motion"", ""verb.perception"", ""verb.social"", ""verb.weather""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Food"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Social,,
shout,"{""wordnet_lexnames"": [""noun.communication"", ""verb.communication""], ""mapped_categories"": [""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
shut,"{""wordnet_lexnames"": [""adj.all"", ""verb.contact"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional""], ""vote_detail"": null}",Grammar,,
sightseeing,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
significant,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
silence,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.state"", ""verb.change""], ""mapped_categories"": [""Abstract"", ""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
silently,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
silly,"{""wordnet_lexnames"": [""adj.all"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
silver,"{""wordnet_lexnames"": [""adj.all"", ""noun.artifact"", ""noun.attribute"", ""noun.possession"", ""noun.substance"", ""verb.change"", ""verb.contact""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Grammar,,
simple,"{""wordnet_lexnames"": [""adj.all"", ""noun.person"", ""noun.plant""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
simply,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
singing,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""noun.communication"", ""verb.communication"", ""verb.creation""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
single,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""noun.quantity"", ""verb.contact""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Time & Quantity""], ""vote_detail"": null}",Time & Quantity,,
singular,"{""wordnet_lexnames"": [""adj.all"", ""noun.communication""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
sink,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.object"", ""noun.process"", ""verb.change"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
sitting,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""noun.communication"", ""noun.group"", ""verb.competition"", ""verb.contact"", ""verb.motion"", ""verb.perception"", ""verb.social"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
skate,"{""wordnet_lexnames"": [""noun.animal"", ""noun.artifact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
skateboarding,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
skating,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
ski,"{""wordnet_lexnames"": [""noun.artifact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
skiing,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
skin,"{""wordnet_lexnames"": [""noun.animal"", ""noun.artifact"", ""noun.body"", ""noun.food"", ""noun.state"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Emotions"", ""Food"", ""Health"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
slave,"{""wordnet_lexnames"": [""noun.person"", ""verb.social""], ""mapped_categories"": [""Activities"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
sleepless,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
sleepy,"{""wordnet_lexnames"": [""adj.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
slice,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.food"", ""noun.object"", ""noun.possession"", ""noun.state"", ""verb.competition"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Emotions"", ""Food"", ""Health"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Food,,
slide,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.communication"", ""noun.event"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
slim,"{""wordnet_lexnames"": [""adj.all"", ""verb.body""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health""], ""vote_detail"": null}",Grammar,,
slowly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
smooth,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""verb.contact"", ""verb.possession""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar""], ""vote_detail"": null}",Grammar,,
smoothly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
snowboarding,"{""wordnet_lexnames"": [""noun.act"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Travel""], ""vote_detail"": null}",Travel,,
soap,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.possession"", ""verb.body""], ""mapped_categories"": [""Health"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
society,"{""wordnet_lexnames"": [""noun.group"", ""noun.state""], ""mapped_categories"": [""Emotions"", ""Health"", ""Professional""], ""vote_detail"": null}",Professional,,
sock,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.communication"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
soft,"{""wordnet_lexnames"": [""adj.all"", ""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
soft,"{""wordnet_lexnames"": [""adj.all"", ""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
softly,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
software,"{""wordnet_lexnames"": [""noun.communication""], ""mapped_categories"": [""Grammar"", ""Social""], ""vote_detail"": null}",Social,,
soldier,"{""wordnet_lexnames"": [""noun.animal"", ""noun.person"", ""verb.competition""], ""mapped_categories"": [""Health"", ""Home"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
solution,"{""wordnet_lexnames"": [""noun.act"", ""noun.cognition"", ""noun.communication"", ""noun.group"", ""noun.substance""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
someday,"{""wordnet_lexnames"": [""adv.all""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
somewhere,"{""wordnet_lexnames"": [""adv.all"", ""noun.location""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home"", ""Professional"", ""Travel""], ""vote_detail"": null}",Grammar,,
sort,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.cognition"", ""noun.person"", ""noun.process"", ""verb.cognition"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
source,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.cognition"", ""noun.communication"", ""noun.location"", ""noun.object"", ""noun.person"", ""noun.process"", ""verb.cognition"", ""verb.possession""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
spaceship,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
speaker,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.person""], ""mapped_categories"": [""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
specific,"{""wordnet_lexnames"": [""adj.all"", ""adj.pert"", ""noun.artifact"", ""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Grammar,,
speed,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.attribute"", ""noun.relation"", ""noun.time"", ""verb.change"", ""verb.motion""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Home"", ""Shopping"", ""Social"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Social,,
spider,"{""wordnet_lexnames"": [""noun.animal"", ""noun.artifact"", ""noun.communication""], ""mapped_categories"": [""Grammar"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
spill,"{""wordnet_lexnames"": [""noun.act"", ""noun.artifact"", ""noun.substance"", ""verb.change"", ""verb.communication"", ""verb.contact"", ""verb.motion""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
splash,"{""wordnet_lexnames"": [""noun.act"", ""noun.attribute"", ""noun.event"", ""noun.quantity"", ""noun.state"", ""verb.contact"", ""verb.motion"", ""verb.perception""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Health"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Time & Quantity,,
split,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""noun.artifact"", ""noun.food"", ""noun.location"", ""noun.object"", ""noun.possession"", ""noun.quantity"", ""verb.change"", ""verb.contact"", ""verb.motion"", ""verb.social""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Grammar"", ""Home"", ""Professional"", ""Shopping"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Food,,
spoon,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.quantity"", ""verb.contact""], ""mapped_categories"": [""Activities"", ""Home"", ""Shopping"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Time & Quantity,,
sports,"{""wordnet_lexnames"": [""noun.act"", ""noun.communication"", ""noun.person"", ""verb.motion"", ""verb.stative""], ""mapped_categories"": [""Activities"", ""Grammar"", ""Health"", ""Professional"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
spread,"{""wordnet_lexnames"": [""adj.all"", ""noun.act"", ""noun.artifact"", ""noun.attribute"", ""noun.communication"", ""noun.event"", ""noun.food"", ""verb.communication"", ""verb.contact"", ""verb.motion"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Food"", ""Grammar"", ""Home"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
square,"{""wordnet_lexnames"": [""adj.all"", ""adv.all"", ""noun.artifact"", ""noun.location"", ""noun.person"", ""noun.quantity"", ""noun.shape"", ""verb.change"", ""verb.cognition"", ""verb.competition"", ""verb.motion"", ""verb.possession"", ""verb.stative""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Grammar"", ""Health"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Time & Quantity"", ""Travel""], ""vote_detail"": null}",Social,,
stadium,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
staff,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.communication"", ""noun.group"", ""noun.substance"", ""verb.competition""], ""mapped_categories"": [""Grammar"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
stair,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
stamp,"{""wordnet_lexnames"": [""noun.artifact"", ""noun.communication"", ""noun.group"", ""noun.possession"", ""noun.shape"", ""verb.change"", ""verb.cognition"", ""verb.contact"", ""verb.creation"", ""verb.motion"", ""verb.perception""], ""mapped_categories"": [""Activities"", ""Food"", ""Grammar"", ""Home"", ""Professional"", ""Shopping"", ""Social"", ""Travel""], ""vote_detail"": null}",Social,,
state,"{""wordnet_lexnames"": [""noun.group"", ""noun.location"", ""noun.state"", ""noun.tops"", ""verb.communication""], ""mapped_categories"": [""Emotions"", ""Health"", ""Home"", ""Professional"", ""Travel""], ""vote_detail"": null}",Professional,,
statue,"{""wordnet_lexnames"": [""noun.artifact""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
steal,"{""wordnet_lexnames"": [""noun.act"", ""noun.possession"", ""verb.competition"", ""verb.motion"", ""verb.possession""], ""mapped_categories"": [""Activities"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
stomach,"{""wordnet_lexnames"": [""noun.body"", ""noun.feeling"", ""verb.cognition"", ""verb.consumption""], ""mapped_categories"": [""Emotions"", ""Food"", ""Health""], ""vote_detail"": null}",Food,,
stomachache,"{""wordnet_lexnames"": [""noun.state""], ""mapped_categories"": [""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
storm,"{""wordnet_lexnames"": [""noun.act"", ""noun.phenomenon"", ""noun.state"", ""verb.competition"", ""verb.contact"", ""verb.stative"", ""verb.weather""], ""mapped_categories"": [""Abstract"", ""Activities"", ""Emotions"", ""Health"", ""Home""], ""vote_detail"": null}",Health,,
stove,"{""wordnet_lexnames"": [""noun.artifact"", ""verb.change"", ""verb.possession""], ""mapped_categories"": [""Home"", ""Shopping"", ""Travel""], ""vote_detail"": null}",Shopping,,
stranger,"{""wordnet_lexnames"": [""adj.all"", ""noun.person""], ""mapped_categories"": [""Abstract"", ""Grammar"", ""Health"", ""Professional"", ""Social""], ""vote_detail"": null}",Social,,
strategy,"{""wordnet_lexnames"": [""noun.cognition""], ""mapped_categories"": [""Abstract"", ""Grammar""], ""vote_detail"": null}",Grammar,,
strength,"{""wordnet_lexnames"": [""noun.attribute"", ""noun.state""], ""mapped_categories"": [""Abstract"", ""Emotions"", ""Health""], ""vote_detail"": null}",Health,,
stress,"{""wordnet_lexnames"": [""noun.communication"", ""noun.phenomenon"", ""noun.state"", ""verb.communication"", ""verb.emotion""], ""mapped_categories"": [""Abstract"", ""Emotions"", ""Grammar"", ""Health"", ""Home"", ""Social""], ""vote_detail"": null}",Social,,
