English_Term,Translation,English_Sentence,Sentence_Translation,IPA,CEFR_Level,Tags,Notes
glee,,,,,b2,,
global,,,,,b2,,
globalization,,,,,b2,,
globally,,,,,b2,,
glocal,,,,,b2,,
gloomy,,,,,b2,,
glorify,,,,,b2,,
glow,,,,,b2,,
goat,,,,,b2,,
godly,,,,,b2,,
goodwill,,,,,b2,,
gook,,,,,b2,,
gorge,,,,,b2,,
governmental,,,,,b2,,
gracefulness,,,,,b2,,
gradual,,,,,b2,,
grand,,,,,b2,,
graphically,,,,,b2,,
grasp,,,,,b2,,
gravestone,,,,,b2,,
gravitation,,,,,b2,,
greatness,,,,,b2,,
grief,,,,,b2,,
grieve,,,,,b2,,
grim,,,,,b2,,
grin,,,,,b2,,
grip,,,,,b2,,
gross,,,,,b2,,
growing,,,,,b2,,
grown-up,,,,,b2,,
guerrilla,,,,,b2,,
guideline,,,,,b2,,
gulp,,,,,b2,,
gum,,,,,b2,,
gunshot,,,,,b2,,
guts,,,,,b2,,
gymnastic,,,,,b2,,
habitant,,,,,b2,,
hail,,,,,b2,,
hairy,,,,,b2,,
handicap,,,,,b2,,
handicraft,,,,,b2,,
handout,,,,,b2,,
handrail,,,,,b2,,
harbour,,,,,b2,,
hard,,,,,b2,,
hardware,,,,,b2,,
harmless,,,,,b2,,
harrow,,,,,b2,,
haste,,,,,b2,,
hastily,,,,,b2,,
hatching,,,,,b2,,
haunting,,,,,b2,,
hay,,,,,b2,,
hazardous,,,,,b2,,
headquarters,,,,,b2,,
health,,,,,b2,,
healthcare,,,,,b2,,
heap,,,,,b2,,
heartbreaking,,,,,b2,,
heartwarming,,,,,b2,,
hedge,,,,,b2,,
hell,,,,,b2,,
helper,,,,,b2,,
hemp,,,,,b2,,
hence,,,,,b2,,
herb,,,,,b2,,
heritage,,,,,b2,,
hesitation,,,,,b2,,
high-tech,,,,,b2,,
hijack,,,,,b2,,
hilarious,,,,,b2,,
hint,,,,,b2,,
holder,,,,,b2,,
hollow,,,,,b2,,
holocaust,,,,,b2,,
homeward,,,,,b2,,
hone,,,,,b2,,
honor,,,,,b2,,
honorable,,,,,b2,,
honour,,,,,b2,,
hood,,,,,b2,,
hook,,,,,b2,,
hospice,,,,,b2,,
hospitable,,,,,b2,,
hospitality,,,,,b2,,
hospitalize,,,,,b2,,
hourly,,,,,b2,,
housekeeper,,,,,b2,,
housemaster,,,,,b2,,
housewife,,,,,b2,,
housing,,,,,b2,,
hover,,,,,b2,,
hugely,,,,,b2,,
human,,,,,b2,,
humane,,,,,b2,,
humanist,,,,,b2,,
humanize,,,,,b2,,
humble,,,,,b2,,
humbug,,,,,b2,,
humiliate,,,,,b2,,
humiliating,,,,,b2,,
humiliation,,,,,b2,,
humour,,,,,b2,,
hunting,,,,,b2,,
hush,,,,,b2,,
hybrid,,,,,b2,,
hygiene,,,,,b2,,
hyperbole,,,,,b2,,
hyphen,,,,,b2,,
hypothesis,,,,,b2,,
iceman,,,,,b2,,
icon,,,,,b2,,
icy,,,,,b2,,
ideally,,,,,b2,,
identical,,,,,b2,,
identification,,,,,b2,,
ideology,,,,,b2,,
idiot,,,,,b2,,
idle,,,,,b2,,
idolize,,,,,b2,,
ignorance,,,,,b2,,
ignorant,,,,,b2,,
illusion,,,,,b2,,
illustrate,,,,,b2,,
illustration,,,,,b2,,
imagery,,,,,b2,,
imitation,,,,,b2,,
immerse,,,,,b2,,
immoral,,,,,b2,,
immortal,,,,,b2,,
immortality,,,,,b2,,
immune,,,,,b2,,
impartial,,,,,b2,,
impatiently,,,,,b2,,
imperative,,,,,b2,,
impermanent,,,,,b2,,
implement,,,,,b2,,
implication,,,,,b2,,
imply,,,,,b2,,
impolite,,,,,b2,,
impolitely,,,,,b2,,
impose,,,,,b2,,
impossibility,,,,,b2,,
impractical,,,,,b2,,
impressed,,,,,b2,,
impressionism,,,,,b2,,
impressionist,,,,,b2,,
imprison,,,,,b2,,
imprisonment,,,,,b2,,
improbable,,,,,b2,,
improperly,,,,,b2,,
improved,,,,,b2,,
impulse,,,,,b2,,
impulsive,,,,,b2,,
inaccurate,,,,,b2,,
inadequate,,,,,b2,,
inanimate,,,,,b2,,
inborn,,,,,b2,,
incense,,,,,b2,,
incentive,,,,,b2,,
incorporate,,,,,b2,,
incur,,,,,b2,,
incurable,,,,,b2,,
indebted,,,,,b2,,
indent,,,,,b2,,
independently,,,,,b2,,
indescribable,,,,,b2,,
index,,,,,b2,,
indication,,,,,b2,,
indifferent,,,,,b2,,
indignity,,,,,b2,,
indispensable,,,,,b2,,
indulge,,,,,b2,,
indulgent,,,,,b2,,
industrialize,,,,,b2,,
ineffective,,,,,b2,,
inert,,,,,b2,,
inevitably,,,,,b2,,
inexperienced,,,,,b2,,
infant,,,,,b2,,
infect,,,,,b2,,
infected,,,,,b2,,
infectious,,,,,b2,,
infer,,,,,b2,,
inference,,,,,b2,,
inflammation,,,,,b2,,
inflammatory,,,,,b2,,
inflate,,,,,b2,,
inflation,,,,,b2,,
influential,,,,,b2,,
influenza,,,,,b2,,
info,,,,,b2,,
infrastructure,,,,,b2,,
infringe,,,,,b2,,
infringement,,,,,b2,,
inhabit,,,,,b2,,
inherit,,,,,b2,,
initiative,,,,,b2,,
injection,,,,,b2,,
innate,,,,,b2,,
innocently,,,,,b2,,
innovation,,,,,b2,,
innovative,,,,,b2,,
input,,,,,b2,,
inquire,,,,,b2,,
inseparable,,,,,b2,,
insert,,,,,b2,,
inspect,,,,,b2,,
inspector,,,,,b2,,
inspirational,,,,,b2,,
install,,,,,b2,,
installation,,,,,b2,,
instantly,,,,,b2,,
instill,,,,,b2,,
instinct,,,,,b2,,
institution,,,,,b2,,
instruct,,,,,b2,,
insufficient,,,,,b2,,
insult,,,,,b2,,
integrate,,,,,b2,,
intellectual,,,,,b2,,
intended,,,,,b2,,
intent,,,,,b2,,
interactive,,,,,b2,,
interfere,,,,,b2,,
interior,,,,,b2,,
interpersonal,,,,,b2,,
interpret,,,,,b2,,
interpretation,,,,,b2,,
interpreter,,,,,b2,,
interruption,,,,,b2,,
intersection,,,,,b2,,
intimate,,,,,b2,,
intransitive,,,,,b2,,
intravenous,,,,,b2,,
intrude,,,,,b2,,
intruder,,,,,b2,,
intrusion,,,,,b2,,
invariable,,,,,b2,,
invariably,,,,,b2,,
inventor,,,,,b2,,
inverted,,,,,b2,,
investigator,,,,,b2,,
investment,,,,,b2,,
investor,,,,,b2,,
invisible,,,,,b2,,
invitingly,,,,,b2,,
invoke,,,,,b2,,
involvement,,,,,b2,,
ironically,,,,,b2,,
irrational,,,,,b2,,
irresistible,,,,,b2,,
irresistibly,,,,,b2,,
irresponsible,,,,,b2,,
irritated,,,,,b2,,
irritating,,,,,b2,,
irritation,,,,,b2,,
islander,,,,,b2,,
isolate,,,,,b2,,
isolated,,,,,b2,,
italicize,,,,,b2,,
itch,,,,,b2,,
jail,,,,,b2,,
jaw,,,,,b2,,
jealously,,,,,b2,,
jeopardize,,,,,b2,,
jeweler,,,,,b2,,
journalism,,,,,b2,,
judgement,,,,,b2,,
judo,,,,,b2,,
junk,,,,,b2,,
juror,,,,,b2,,
jury,,,,,b2,,
justify,,,,,b2,,
kangaroo,,,,,b2,,
karaoke,,,,,b2,,
keeper,,,,,b2,,
kerosene,,,,,b2,,
keystroke,,,,,b2,,
kindergarten,,,,,b2,,
kneel,,,,,b2,,
knot,,,,,b2,,
knowingly,,,,,b2,,
known,,,,,b2,,
laborer,,,,,b2,,
labour,,,,,b2,,
lame,,,,,b2,,
lance,,,,,b2,,
landing,,,,,b2,,
landlady,,,,,b2,,
landslide,,,,,b2,,
lap,,,,,b2,,
lark,,,,,b2,,
laser,,,,,b2,,
last,,,,,b2,,
last-minute,,,,,b2,,
lastly,,,,,b2,,
laundry,,,,,b2,,
lava,,,,,b2,,
lawmaker,,,,,b2,,
lawn,,,,,b2,,
lawsuit,,,,,b2,,
layabout,,,,,b2,,
leaflet,,,,,b2,,
leak,,,,,b2,,
lease,,,,,b2,,
leash,,,,,b2,,
lecturer,,,,,b2,,
leek,,,,,b2,,
legend,,,,,b2,,
legendary,,,,,b2,,
legislate,,,,,b2,,
legislation,,,,,b2,,
legislative,,,,,b2,,
legislator,,,,,b2,,
legislature,,,,,b2,,
legitimate,,,,,b2,,
leisurely,,,,,b2,,
lengthen,,,,,b2,,
lengthy,,,,,b2,,
lens,,,,,b2,,
leopard,,,,,b2,,
lest,,,,,b2,,
liberal,,,,,b2,,
licence,,,,,b2,,
lick,,,,,b2,,
lid,,,,,b2,,
lifeless,,,,,b2,,
lifetime,,,,,b2,,
lighten,,,,,b2,,
lighting,,,,,b2,,
likewise,,,,,b2,,
limb,,,,,b2,,
linen,,,,,b2,,
liner,,,,,b2,,
ling,,,,,b2,,
linger,,,,,b2,,
literal,,,,,b2,,
literally,,,,,b2,,
litter,,,,,b2,,
loan,,,,,b2,,
lobby,,,,,b2,,
loneliness,,,,,b2,,
long-distance,,,,,b2,,
long-term,,,,,b2,,
loosely,,,,,b2,,
lord,,,,,b2,,
lousy,,,,,b2,,
lower,,,,,b2,,
lowland,,,,,b2,,
lucrative,,,,,b2,,
lush,,,,,b2,,
luxurious,,,,,b2,,
lyrics,,,,,b2,,
madam,,,,,b2,,
madame,,,,,b2,,
madness,,,,,b2,,
maestro,,,,,b2,,
magnify,,,,,b2,,
makeup,,,,,b2,,
making,,,,,b2,,
malady,,,,,b2,,
malaria,,,,,b2,,
mama,,,,,b2,,
mango,,,,,b2,,
manipulate,,,,,b2,,
mansion,,,,,b2,,
manual,,,,,b2,,
manufacture,,,,,b2,,
manufacturer,,,,,b2,,
manufacturing,,,,,b2,,
marathon,,,,,b2,,
margin,,,,,b2,,
marker,,,,,b2,,
martial,,,,,b2,,
martial,,,,,b2,,
mask,,,,,b2,,
massacre,,,,,b2,,
massage,,,,,b2,,
masseur,,,,,b2,,
master,,,,,b2,,
masterpiece,,,,,b2,,
mastery,,,,,b2,,
matching,,,,,b2,,
mate,,,,,b2,,
mathematical,,,,,b2,,
mature,,,,,b2,,
mausoleum,,,,,b2,,
means,,,,,b2,,
mechanism,,,,,b2,,
mechanize,,,,,b2,,
medication,,,,,b2,,
medieval,,,,,b2,,
mediocre,,,,,b2,,
melody,,,,,b2,,
memorial,,,,,b2,,
mentor,,,,,b2,,
merchandise,,,,,b2,,
mercy,,,,,b2,,
merge,,,,,b2,,
merger,,,,,b2,,
messenger,,,,,b2,,
metaphor,,,,,b2,,
metric,,,,,b2,,
micro,,,,,b2,,
microbe,,,,,b2,,
microcomputer,,,,,b2,,
micrometer,,,,,b2,,
microorganism,,,,,b2,,
microphone,,,,,b2,,
microscope,,,,,b2,,
microscopic,,,,,b2,,
microscopy,,,,,b2,,
microwave,,,,,b2,,
midst,,,,,b2,,
mighty,,,,,b2,,
migration,,,,,b2,,
mill,,,,,b2,,
millimeter,,,,,b2,,
millionaire,,,,,b2,,
mimic,,,,,b2,,
miner,,,,,b2,,
miniature,,,,,b2,,
minister,,,,,b2,,
mint,,,,,b2,,
misconception,,,,,b2,,
misfortune,,,,,b2,,
misleading,,,,,b2,,
missile,,,,,b2,,
mist,,,,,b2,,
mistreat,,,,,b2,,
mistrustful,,,,,b2,,
misunderstand,,,,,b2,,
mixed,,,,,b2,,
mobility,,,,,b2,,
mock,,,,,b2,,
mode,,,,,b2,,
modernization,,,,,b2,,
modernize,,,,,b2,,
modest,,,,,b2,,
modification,,,,,b2,,
mogul,,,,,b2,,
mold,,,,,b2,,
momentarily,,,,,b2,,
momentary,,,,,b2,,
monastery,,,,,b2,,
moody,,,,,b2,,
moonlight,,,,,b2,,
moonscape,,,,,b2,,
morality,,,,,b2,,
morally,,,,,b2,,
mortal,,,,,b2,,
mortar,,,,,b2,,
mortgage,,,,,b2,,
mortify,,,,,b2,,
mother-in-law,,,,,b2,,
motion,,,,,b2,,
motivated,,,,,b2,,
motorbike,,,,,b2,,
motorist,,,,,b2,,
mournful,,,,,b2,,
mover,,,,,b2,,
moving,,,,,b2,,
muddy,,,,,b2,,
multiple,,,,,b2,,
multiply,,,,,b2,,
mumble,,,,,b2,,
murmur,,,,,b2,,
muse,,,,,b2,,
mustache,,,,,b2,,
mutability,,,,,b2,,
mutable,,,,,b2,,
mutter,,,,,b2,,
mutton,,,,,b2,,
mystify,,,,,b2,,
nano,,,,,b2,,
narcissistic,,,,,b2,,
narrator,,,,,b2,,
narrowly,,,,,b2,,
nationwide,,,,,b2,,
native,,,,,b2,,
naughty,,,,,b2,,
naval,,,,,b2,,
navigate,,,,,b2,,
navigation,,,,,b2,,
navy,,,,,b2,,
neat,,,,,b2,,
necessity,,,,,b2,,
needless,,,,,b2,,
needy,,,,,b2,,
negatively,,,,,b2,,
neglect,,,,,b2,,
neighboring,,,,,b2,,
nerve,,,,,b2,,
nerves,,,,,b2,,
nervously,,,,,b2,,
netsurfer,,,,,b2,,
neurosis,,,,,b2,,
newscaster,,,,,b2,,
newsworthy,,,,,b2,,
nicely,,,,,b2,,
nickel,,,,,b2,,
nightclub,,,,,b2,,
nightmare,,,,,b2,,
nobility,,,,,b2,,
noble,,,,,b2,,
nobleman,,,,,b2,,
nomad,,,,,b2,,
nomination,,,,,b2,,
nominee,,,,,b2,,
non-smoking,,,,,b2,,
nonprofessional,,,,,b2,,
norm,,,,,b2,,
northward,,,,,b2,,
nostril,,,,,b2,,
nought,,,,,b2,,
nourish,,,,,b2,,
nourishment,,,,,b2,,
novelty,,,,,b2,,
nuisance,,,,,b2,,
numerical,,,,,b2,,
nursery,,,,,b2,,
nursing,,,,,b2,,
nutshell,,,,,b2,,
oath,,,,,b2,,
obedience,,,,,b2,,
obedient,,,,,b2,,
obesity,,,,,b2,,
obey,,,,,b2,,
obituary,,,,,b2,,
obligation,,,,,b2,,
observer,,,,,b2,,
obsess,,,,,b2,,
obsession,,,,,b2,,
obsessive,,,,,b2,,
offence,,,,,b2,,
offend,,,,,b2,,
offender,,,,,b2,,
offense,,,,,b2,,
offhand,,,,,b2,,
offshore,,,,,b2,,
ointment,,,,,b2,,
olive,,,,,b2,,
ongoing,,,,,b2,,
openly,,,,,b2,,
operator,,,,,b2,,
opponent,,,,,b2,,
opposed,,,,,b2,,
optimism,,,,,b2,,
optimist,,,,,b2,,
optimistic,,,,,b2,,
optional,,,,,b2,,
orator,,,,,b2,,
orchestral,,,,,b2,,
orchid,,,,,b2,,
organizer,,,,,b2,,
originality,,,,,b2,,
originate,,,,,b2,,
ornament,,,,,b2,,
ounce,,,,,b2,,
outback,,,,,b2,,
outbreak,,,,,b2,,
outcome,,,,,b2,,
outdistance,,,,,b2,,
outdo,,,,,b2,,
outfit,,,,,b2,,
outgrow,,,,,b2,,
outing,,,,,b2,,
outlet,,,,,b2,,
outlive,,,,,b2,,
outlook,,,,,b2,,
outpatient,,,,,b2,,
output,,,,,b2,,
outrage,,,,,b2,,
outrageous,,,,,b2,,
outshine,,,,,b2,,
outsider,,,,,b2,,
outskirts,,,,,b2,,
outwardly,,,,,b2,,
oval,,,,,b2,,
overall,,,,,b2,,
overboard,,,,,b2,,
overbook,,,,,b2,,
overcoat,,,,,b2,,
overemphasize,,,,,b2,,
overestimate,,,,,b2,,
overhear,,,,,b2,,
overlap,,,,,b2,,
overlook,,,,,b2,,
overly,,,,,b2,,
overshadow,,,,,b2,,
oversize,,,,,b2,,
overstep,,,,,b2,,
overtake,,,,,b2,,
overthrow,,,,,b2,,
overtime,,,,,b2,,
overturn,,,,,b2,,
ow,,,,,b2,,
owing,,,,,b2,,
owl,,,,,b2,,
ownership,,,,,b2,,
ox,,,,,b2,,
ozone,,,,,b2,,
ph,,,,,b2,,
pa,,,,,b2,,
packed,,,,,b2,,
packet,,,,,b2,,
pad,,,,,b2,,
paintbrush,,,,,b2,,
pajamas,,,,,b2,,
pallet,,,,,b2,,
pancake,,,,,b2,,
pandemic,,,,,b2,,
panel,,,,,b2,,
papaya,,,,,b2,,
paperless,,,,,b2,,
paperwork,,,,,b2,,
parade,,,,,b2,,
paradox,,,,,b2,,
parallel,,,,,b2,,
paralysis,,,,,b2,,
paramedic,,,,,b2,,
paratrooper,,,,,b2,,
parliament,,,,,b2,,
participation,,,,,b2,,
particle,,,,,b2,,
partisan,,,,,b2,,
partnership,,,,,b2,,
passionate,,,,,b2,,
passionately,,,,,b2,,
pastor,,,,,b2,,
pastoral,,,,,b2,,
patch,,,,,b2,,
patiently,,,,,b2,,
patriot,,,,,b2,,
patriotic,,,,,b2,,
patriotism,,,,,b2,,
patron,,,,,b2,,
pave,,,,,b2,,
pavement,,,,,b2,,
paw,,,,,b2,,
pawnbroker,,,,,b2,,
pawnshop,,,,,b2,,
peacefully,,,,,b2,,
peach,,,,,b2,,
peak,,,,,b2,,
pearl,,,,,b2,,
pebble,,,,,b2,,
pedal,,,,,b2,,
pedantic,,,,,b2,,
pedestrian,,,,,b2,,
pee,,,,,b2,,
peel,,,,,b2,,
peep,,,,,b2,,
peer,,,,,b2,,
peg,,,,,b2,,
penalize,,,,,b2,,
penalty,,,,,b2,,
penetrate,,,,,b2,,
penguin,,,,,b2,,
penicillin,,,,,b2,,
pension,,,,,b2,,
pentagon,,,,,b2,,
perceive,,,,,b2,,
perception,,,,,b2,,
permanence,,,,,b2,,
permeate,,,,,b2,,
perseverance,,,,,b2,,
persist,,,,,b2,,
persistence,,,,,b2,,
persistent,,,,,b2,,
personification,,,,,b2,,
personify,,,,,b2,,
personnel,,,,,b2,,
perspective,,,,,b2,,
perspiration,,,,,b2,,
persuasion,,,,,b2,,
pessimist,,,,,b2,,
pessimistic,,,,,b2,,
petrified,,,,,b2,,
petty,,,,,b2,,
pharmacist,,,,,b2,,
phase,,,,,b2,,
philosophical,,,,,b2,,
physician,,,,,b2,,
pi,,,,,b2,,
pickle,,,,,b2,,
picky,,,,,b2,,
picturesque,,,,,b2,,
pillowcase,,,,,b2,,
pine,,,,,b2,,
pint,,,,,b2,,
piracy,,,,,b2,,
pirate,,,,,b2,,
pitch,,,,,b2,,
placement,,,,,b2,,
plague,,,,,b2,,
playmate,,,,,b2,,
playwright,,,,,b2,,
plead,,,,,b2,,
pluck,,,,,b2,,
plum,,,,,b2,,
plumber,,,,,b2,,
pneumonia,,,,,b2,,
point,,,,,b2,,
pointed,,,,,b2,,
pointless,,,,,b2,,
polar,,,,,b2,,
polio,,,,,b2,,
polish,,,,,b2,,
politeness,,,,,b2,,
politically,,,,,b2,,
polity,,,,,b2,,
polo,,,,,b2,,
ponder,,,,,b2,,
popularity,,,,,b2,,
popularize,,,,,b2,,
porch,,,,,b2,,
portion,,,,,b2,,
pose,,,,,b2,,
posh,,,,,b2,,
possessed,,,,,b2,,
postal,,,,,b2,,
postpone,,,,,b2,,
potent,,,,,b2,,
potentially,,,,,b2,,
powerfully,,,,,b2,,
practicality,,,,,b2,,
practically,,,,,b2,,
prance,,,,,b2,,
prawn,,,,,b2,,
precede,,,,,b2,,
precisely,,,,,b2,,
predicament,,,,,b2,,
predicate,,,,,b2,,
predicative,,,,,b2,,
predictable,,,,,b2,,
predictive,,,,,b2,,
predictor,,,,,b2,,
prefect,,,,,b2,,
preferable,,,,,b2,,
preferably,,,,,b2,,
prehistoric,,,,,b2,,
prehuman,,,,,b2,,
preindustrial,,,,,b2,,
prejudge,,,,,b2,,
preliminary,,,,,b2,,
preoccupy,,,,,b2,,
prescribe,,,,,b2,,
presenter,,,,,b2,,
presidency,,,,,b2,,
presidential,,,,,b2,,
prestige,,,,,b2,,
prestigious,,,,,b2,,
presumably,,,,,b2,,
prevail,,,,,b2,,
prevention,,,,,b2,,
preventive,,,,,b2,,
priceless,,,,,b2,,
prick,,,,,b2,,
prime,,,,,b2,,
prime,,,,,b2,,
prior,,,,,b2,,
priority,,,,,b2,,
privately,,,,,b2,,
privilege,,,,,b2,,
probable,,,,,b2,,
probe,,,,,b2,,
procedure,,,,,b2,,
profitable,,,,,b2,,
programmer,,,,,b2,,
programming,,,,,b2,,
prohibit,,,,,b2,,
projection,,,,,b2,,
prom,,,,,b2,,
prominence,,,,,b2,,
promising,,,,,b2,,
prompt,,,,,b2,,
promptly,,,,,b2,,
proponent,,,,,b2,,
proposed,,,,,b2,,
prose,,,,,b2,,
prosecute,,,,,b2,,
prospect,,,,,b2,,
prosper,,,,,b2,,
protein,,,,,b2,,
protester,,,,,b2,,
proudly,,,,,b2,,
proven,,,,,b2,,
province,,,,,b2,,
provision,,,,,b2,,
proximity,,,,,b2,,
psychologically,,,,,b2,,
psychology,,,,,b2,,
publication,,,,,b2,,
publicity,,,,,b2,,
publicize,,,,,b2,,
publishing,,,,,b2,,
pudding,,,,,b2,,
pulse,,,,,b2,,
pumpkin,,,,,b2,,
punch,,,,,b2,,
punctual,,,,,b2,,
punctuality,,,,,b2,,
punk,,,,,b2,,
purchase,,,,,b2,,
purely,,,,,b2,,
purposeful,,,,,b2,,
pursuit,,,,,b2,,
puzzled,,,,,b2,,
quantify,,,,,b2,,
quarantine,,,,,b2,,
quarrel,,,,,b2,,
quarrelsome,,,,,b2,,
queer,,,,,b2,,
query,,,,,b2,,
quotable,,,,,b2,,
racism,,,,,b2,,
racist,,,,,b2,,
rack,,,,,b2,,
radar,,,,,b2,,
radiate,,,,,b2,,
radical,,,,,b2,,
radically,,,,,b2,,
radium,,,,,b2,,
rafter,,,,,b2,,
rag,,,,,b2,,
rainbow,,,,,b2,,
rainstorm,,,,,b2,,
rally,,,,,b2,,
ram,,,,,b2,,
ramp,,,,,b2,,
random,,,,,b2,,
ranger,,,,,b2,,
rape,,,,,b2,,
rash,,,,,b2,,
rattle,,,,,b2,,
ravage,,,,,b2,,
readily,,,,,b2,,
real,,,,,b2,,
realization,,,,,b2,,
rear,,,,,b2,,
reasonably,,,,,b2,,
rebel,,,,,b2,,
rebellious,,,,,b2,,
receiver,,,,,b2,,
recession,,,,,b2,,
reckon,,,,,b2,,
recognition,,,,,b2,,
recollect,,,,,b2,,
recollection,,,,,b2,,
recommendable,,,,,b2,,
reconsider,,,,,b2,,
recreation,,,,,b2,,
recruit,,,,,b2,,
rectangular,,,,,b2,,
redo,,,,,b2,,
redundant,,,,,b2,,
reed,,,,,b2,,
referent,,,,,b2,,
refinery,,,,,b2,,
reflective,,,,,b2,,
reform,,,,,b2,,
refrain,,,,,b2,,
refresh,,,,,b2,,
refuge,,,,,b2,,
refugee,,,,,b2,,
refute,,,,,b2,,
regardless,,,,,b2,,
reggae,,,,,b2,,
regime,,,,,b2,,
regrettably,,,,,b2,,
regulate,,,,,b2,,
rehearsal,,,,,b2,,
reinforce,,,,,b2,,
reinforcement,,,,,b2,,
rejection,,,,,b2,,
rejoin,,,,,b2,,
relativity,,,,,b2,,
relaxation,,,,,b2,,
relay,,,,,b2,,
relevant,,,,,b2,,
relic,,,,,b2,,
relief,,,,,b2,,
relieve,,,,,b2,,
relieved,,,,,b2,,
reluctant,,,,,b2,,
remaining,,,,,b2,,
remains,,,,,b2,,
remarkably,,,,,b2,,
reminder,,,,,b2,,
rental,,,,,b2,,
reorganize,,,,,b2,,
repaint,,,,,b2,,
repertoire,,,,,b2,,
repetition,,,,,b2,,
replacement,,,,,b2,,
replica,,,,,b2,,
reporting,,,,,b2,,
repress,,,,,b2,,
repression,,,,,b2,,
reprint,,,,,b2,,
reprove,,,,,b2,,
residence,,,,,b2,,
resign,,,,,b2,,
resignation,,,,,b2,,
resistance,,,,,b2,,
resolution,,,,,b2,,
resonant,,,,,b2,,
respectably,,,,,b2,,
respected,,,,,b2,,
respiration,,,,,b2,,
respiratory,,,,,b2,,
restriction,,,,,b2,,
resume,,,,,b2,,
retailer,,,,,b2,,
retard,,,,,b2,,
retina,,,,,b2,,
retirement,,,,,b2,,
retreat,,,,,b2,,
retrieve,,,,,b2,,
revelation,,,,,b2,,
revenge,,,,,b2,,
revenue,,,,,b2,,
reverence,,,,,b2,,
reverse,,,,,b2,,
revival,,,,,b2,,
revive,,,,,b2,,
revolution,,,,,b2,,
revolutionary,,,,,b2,,
revolutionize,,,,,b2,,
revolve,,,,,b2,,
rhinoceros,,,,,b2,,
rhyme,,,,,b2,,
rhythmic,,,,,b2,,
rib,,,,,b2,,
rider,,,,,b2,,
ridge,,,,,b2,,
righteousness,,,,,b2,,
rightly,,,,,b2,,
rim,,,,,b2,,
rip,,,,,b2,,
risky,,,,,b2,,
rite,,,,,b2,,
ritual,,,,,b2,,
rival,,,,,b2,,
roam,,,,,b2,,
roar,,,,,b2,,
rocket,,,,,b2,,
rocky,,,,,b2,,
roommate,,,,,b2,,
rosy,,,,,b2,,
royalty,,,,,b2,,
rub,,,,,b2,,
rubble,,,,,b2,,
rug,,,,,b2,,
ruinous,,,,,b2,,
rural,,,,,b2,,
rush,,,,,b2,,
rusty,,,,,b2,,
résumé,,,,,b2,,
sack,,,,,b2,,
sag,,,,,b2,,
sage,,,,,b2,,
salesmanship,,,,,b2,,
salesperson,,,,,b2,,
saleswoman,,,,,b2,,
salon,,,,,b2,,
salsa,,,,,b2,,
salty,,,,,b2,,
sandstone,,,,,b2,,
sanitary,,,,,b2,,
sanitation,,,,,b2,,
satisfactory,,,,,b2,,
saving,,,,,b2,,
saving,,,,,b2,,
scandal,,,,,b2,,
scar,,,,,b2,,
scarcely,,,,,b2,,
scarlet,,,,,b2,,
scenario,,,,,b2,,
scent,,,,,b2,,
scheduled,,,,,b2,,
scheme,,,,,b2,,
scholasticism,,,,,b2,,
schoolgirl,,,,,b2,,
scientifically,,,,,b2,,
scooter,,,,,b2,,
scramble,,,,,b2,,
screening,,,,,b2,,
scribble,,,,,b2,,
scrooge,,,,,b2,,
scuba,,,,,b2,,
scythe,,,,,b2,,
seal,,,,,b2,,
seasonal,,,,,b2,,
second,,,,,b2,,
sector,,,,,b2,,
seeker,,,,,b2,,
seesaw,,,,,b2,,
segment,,,,,b2,,
seldom,,,,,b2,,
self-confidence,,,,,b2,,
self-confident,,,,,b2,,
selfless,,,,,b2,,
seller,,,,,b2,,
semi-final,,,,,b2,,
semicolon,,,,,b2,,
seminar,,,,,b2,,
senator,,,,,b2,,
sensitive,,,,,b2,,
separately,,,,,b2,,
serene,,,,,b2,,
serial,,,,,b2,,
setback,,,,,b2,,
sexism,,,,,b2,,
sexy,,,,,b2,,
shabby,,,,,b2,,
shaken,,,,,b2,,
shaky,,,,,b2,,
shaped,,,,,b2,,
sharply,,,,,b2,,
shatter,,,,,b2,,
shed,,,,,b2,,
shield,,,,,b2,,
shipping,,,,,b2,,
shipwreck,,,,,b2,,
shooting,,,,,b2,,
shopkeeper,,,,,b2,,
shoplift,,,,,b2,,
shoplifter,,,,,b2,,
shoplifting,,,,,b2,,
short-term,,,,,b2,,
shortness,,,,,b2,,
showbiz,,,,,b2,,
showcase,,,,,b2,,
shrink,,,,,b2,,
shrug,,,,,b2,,
sibling,,,,,b2,,
significantly,,,,,b2,,
signify,,,,,b2,,
silverware,,,,,b2,,
simplification,,,,,b2,,
simultaneous,,,,,b2,,
sincere,,,,,b2,,
sincerity,,,,,b2,,
sister-in-law,,,,,b2,,
skateboard,,,,,b2,,
skateboarder,,,,,b2,,
sketch,,,,,b2,,
skilled,,,,,b2,,
skillful,,,,,b2,,
skillfully,,,,,b2,,
skim,,,,,b2,,
skip,,,,,b2,,
skull,,,,,b2,,
skylark,,,,,b2,,
skyward,,,,,b2,,
slam,,,,,b2,,
slang,,,,,b2,,
slap,,,,,b2,,
slash,,,,,b2,,
slaughter,,,,,b2,,
sliver,,,,,b2,,
sloppy,,,,,b2,,
smash,,,,,b2,,
smokestack,,,,,b2,,
snap,,,,,b2,,
sneak,,,,,b2,,
sneer,,,,,b2,,
sniff,,,,,b2,,
snore,,,,,b2,,
snowball,,,,,b2,,
so-called,,,,,b2,,
soak,,,,,b2,,
