term,votes,chosen
opt,"{""Opinions & Communication"": 3, ""Food"": 2}",Social
placid,"{""Travel"": 2, ""Feelings & Emotions"": 1, ""Food"": 2}",Food
portray,"{""Opinions & Communication"": 3, ""Medical & Health"": 2}",Social
portrayal,"{""Opinions & Communication"": 3, ""Medical & Health"": 2}",Social
possessor,"{""Opinions & Communication"": 3, ""Medical & Health"": 2}",Social
predominantly,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
pregnancy,"{""Food"": 2, ""Numbers & Quantities"": 1}",Health
premier,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
premise,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
premises,"{""Food"": 2, ""Numbers & Quantities"": 1}",Social
premium,"{""Food"": 2, ""Numbers & Quantities"": 1}",Shopping
presently,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Health
prophetic,"{""Events & Activities"": 1, ""Opinions & Communication"": 1}",Activities
proposition,"{""Events & Activities"": 1, ""Opinions & Communication"": 1}",Social
prosecution,"{""Events & Activities"": 1, ""Opinions & Communication"": 1}",Professional
prosecutor,"{""Events & Activities"": 1, ""Opinions & Communication"": 1}",Social
reassure,"{""Travel"": 2, ""Opinions & Communication"": 3}",Social
rebellion,"{""Travel"": 2, ""Opinions & Communication"": 3}",Activities
recess,"{""Travel"": 2, ""Opinions & Communication"": 3}",Shopping
recessive,"{""Travel"": 2, ""Opinions & Communication"": 3}",Health
reenact,"{""Food"": 2, ""Social"": 3, ""Calendar & Time"": 1}",Social
referendum,"{""Food"": 2, ""Social"": 3, ""Calendar & Time"": 1}",Activities
repel,"{""Food"": 4, ""Opinions & Communication"": 3}",Food
repellant,"{""Food"": 4, ""Opinions & Communication"": 3}",Abstract
repertory,"{""Food"": 4, ""Opinions & Communication"": 3}",Shopping
resonate,"{""Food"": 2, ""Opinions & Communication"": 3}",Social
retrace,"{""Travel"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Travel
revealing,"{""Travel"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
revere,"{""Travel"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
rhetoric,"{""Travel"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
rifle,"{""Travel"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Shopping
riot,"{""Travel"": 3, ""Opinions & Communication"": 3, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Social
salivate,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Health
saloon,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Shopping
salvage,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Shopping
salvation,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Health
salve,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Shopping
sanction,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Social
sanctity,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Abstract
sap,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Social
sarcasm,"{""Medical & Health"": 3, ""Food"": 2, ""Feelings & Emotions"": 1}",Social
scrutinize,"{""Calendar & Time"": 1, ""Opinions & Communication"": 3, ""Travel"": 2}",Social
scrutiny,"{""Calendar & Time"": 1, ""Opinions & Communication"": 3, ""Travel"": 2}",Activities
secular,"{""Calendar & Time"": 1, ""Opinions & Communication"": 3, ""Travel"": 2}",Social
sedentary,"{""Medical & Health"": 2, ""Events & Activities"": 1}",Health
sentimental,"{""Calendar & Time"": 2, ""Feelings & Emotions"": 1}",Numbers
simulate,"{""Travel"": 2, ""Food"": 2}",Food
simulation,"{""Travel"": 2, ""Food"": 2}",Grammar
sin,"{""Travel"": 2, ""Food"": 2}",Social
specialised,"{""Social"": 3, ""Opinions & Communication"": 3, ""Events & Activities"": 2}",Social
specification,"{""Social"": 3, ""Opinions & Communication"": 3, ""Events & Activities"": 2}",Social
specimen,"{""Social"": 3, ""Opinions & Communication"": 3, ""Events & Activities"": 2}",Grammar
spectrum,"{""Social"": 3, ""Opinions & Communication"": 3, ""Events & Activities"": 2}",Abstract
strapping,"{""Food"": 2, ""Medical & Health"": 3}",Health
stuffy,"{""Events & Activities"": 1, ""Feelings & Emotions"": 1}",Activities
substantially,"{""Food"": 2, ""Medical & Health"": 2}",Food
substitution,"{""Food"": 2, ""Medical & Health"": 2}",Activities
suffice,"{""Travel"": 2, ""Medical & Health"": 2, ""Numbers & Quantities"": 1}",Travel
suite,"{""Travel"": 2, ""Medical & Health"": 2, ""Numbers & Quantities"": 1}",Social
suitor,"{""Travel"": 2, ""Medical & Health"": 2, ""Numbers & Quantities"": 1}",Social
superficial,"{""Feelings & Emotions"": 1, ""Opinions & Communication"": 1, ""Numbers & Quantities"": 1}",Emotions
tangled,"{""Travel"": 2, ""Events & Activities"": 1, ""Food"": 2, ""Calendar & Time"": 1}",Food
tedious,"{""Travel"": 2, ""Calendar & Time"": 2, ""Opinions & Communication"": 2}",Travel
temperamental,"{""Food"": 2, ""Feelings & Emotions"": 1, ""Calendar & Time"": 1}",Food
terminate,"{""Travel"": 2, ""Feelings & Emotions"": 1, ""Social"": 3, ""Calendar & Time"": 1}",Social
terrain,"{""Travel"": 2, ""Feelings & Emotions"": 1, ""Social"": 3, ""Calendar & Time"": 1}",Professional
testament,"{""Travel"": 2, ""Feelings & Emotions"": 1, ""Social"": 3, ""Calendar & Time"": 1}",Social
texture,"{""Travel"": 2, ""Feelings & Emotions"": 1, ""Social"": 3, ""Calendar & Time"": 1}",Grammar
tranquil,"{""Travel"": 2, ""Feelings & Emotions"": 1}",Travel
tranquility,"{""Travel"": 2, ""Feelings & Emotions"": 1}",Health
transaction,"{""Travel"": 2, ""Feelings & Emotions"": 1}",Activities
unenviable,"{""Medical & Health"": 2, ""Opinions & Communication"": 1}",Health
ventilate,"{""Food"": 2, ""Travel"": 3, ""Opinions & Communication"": 4}",Social
ventilation,"{""Food"": 2, ""Travel"": 3, ""Opinions & Communication"": 4}",Social
verandah,"{""Food"": 2, ""Travel"": 3, ""Opinions & Communication"": 4}",Shopping
verdict,"{""Food"": 2, ""Travel"": 3, ""Opinions & Communication"": 4}",Activities
versatile,"{""Food"": 2, ""Feelings & Emotions"": 1}",Food
versatility,"{""Food"": 2, ""Feelings & Emotions"": 1}",Grammar
verve,"{""Food"": 2, ""Feelings & Emotions"": 1}",Abstract
vicious,"{""Food"": 2, ""Medical & Health"": 2}",Food
whatsoever,"{""Travel"": 2, ""Calendar & Time"": 1}",Travel
wizened,"{""Travel"": 2, ""Medical & Health"": 2}",Travel
arduous,"{""Calendar & Time"": 2, ""Travel"": 2}",Travel
autonomous,"{""Food"": 2, ""Travel"": 2}",Food
calamitous,"{""Travel"": 2, ""Food"": 2, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Food
callous,"{""Feelings & Emotions"": 2, ""Opinions & Communication"": 1}",Emotions
cocoon,"{""Travel"": 3, ""Food"": 2}",Travel
computerize,"{""Travel"": 2, ""Food"": 2}",Food
conciliation,"{""Travel"": 2, ""Food"": 2}",Social
cosset,"{""Social"": 3, ""Food"": 2}",Social
counsel,"{""Social"": 3, ""Food"": 2}",Social
deaden,"{""Feelings & Emotions"": 1, ""Events & Activities"": 1, ""Calendar & Time"": 1}",Emotions
demystify,"{""Events & Activities"": 1, ""Opinions & Communication"": 1}",Activities
denotation,"{""Events & Activities"": 1, ""Opinions & Communication"": 1}",Social
diffuse,"{""Travel"": 3, ""Food"": 2, ""Numbers & Quantities"": 1, ""Opinions & Communication"": 3}",Travel
ephemeral,"{""Calendar & Time"": 2, ""Feelings & Emotions"": 1}",Numbers
ephemerality,"{""Calendar & Time"": 2, ""Feelings & Emotions"": 1}",Abstract
exude,"{""Medical & Health"": 3, ""Food"": 4, ""Opinions & Communication"": 3, ""Feelings & Emotions"": 1}",Food
ignominious,"{""Travel"": 2, ""Food"": 2}",Food
indolent,"{""Food"": 2, ""Medical & Health"": 2}",Food
inexorable,"{""Food"": 2, ""Calendar & Time"": 1}",Food
mediate,"{""Opinions & Communication"": 3, ""Medical & Health"": 2}",Social
mediation,"{""Opinions & Communication"": 3, ""Medical & Health"": 2}",Social
mediocrity,"{""Opinions & Communication"": 3, ""Medical & Health"": 2}",Social
melancholy,"{""Opinions & Communication"": 3, ""Medical & Health"": 2}",Health
meticulous,"{""Travel"": 2, ""Food"": 2}",Food
nigh,"{""Calendar & Time"": 3, ""Travel"": 2}",Numbers
nonchalant,"{""Travel"": 2, ""Food"": 2}",Food
painstaking,"{""Travel"": 2, ""Food"": 2, ""Medical & Health"": 2}",Food
painstakingly,"{""Medical & Health"": 2, ""Calendar & Time"": 1}",Health
prolong,"{""Calendar & Time"": 1, ""Food"": 2, ""Numbers & Quantities"": 1}",Food
promenade,"{""Calendar & Time"": 1, ""Food"": 2, ""Numbers & Quantities"": 1}",Shopping
proscribe,"{""Opinions & Communication"": 3, ""Travel"": 2}",Social
proscription,"{""Opinions & Communication"": 3, ""Travel"": 2}",Social
protrude,"{""Travel"": 3, ""Food"": 2}",Travel
protrusion,"{""Travel"": 3, ""Food"": 2}",Activities
rapturous,"{""Food"": 2, ""Feelings & Emotions"": 1}",Food
remorseful,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Health
repose,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Emotions
reproach,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Social
reptilian,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Professional
requisition,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Social
residual,"{""Medical & Health"": 2, ""Feelings & Emotions"": 1}",Shopping
revelatory,"{""Feelings & Emotions"": 1, ""Travel"": 2}",Travel
reverberate,"{""Opinions & Communication"": 1, ""Food"": 4, ""Travel"": 3}",Food
reverberation,"{""Opinions & Communication"": 1, ""Food"": 4, ""Travel"": 3}",Abstract
revile,"{""Opinions & Communication"": 3, ""Travel"": 2}",Social
revulsion,"{""Opinions & Communication"": 3, ""Travel"": 2}",Emotions
ruminate,"{""Food"": 5, ""Opinions & Communication"": 4, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Food
rumination,"{""Food"": 5, ""Opinions & Communication"": 4, ""Calendar & Time"": 1, ""Events & Activities"": 1}",Grammar
sandwiched,"{""Travel"": 2, ""Food"": 2}",Food
scavenger,"{""Travel"": 2, ""Food"": 2}",Social
seedy,"{""Medical & Health"": 2, ""Feelings & Emotions"": 2, ""Calendar & Time"": 1, ""Food"": 2}",Food
substantiate,"{""Opinions & Communication"": 3, ""Medical & Health"": 2, ""Feelings & Emotions"": 1, ""Travel"": 2}",Social
surreptitious,"{""Medical & Health"": 2, ""Numbers & Quantities"": 1, ""Opinions & Communication"": 1}",Health
tantalize,"{""Opinions & Communication"": 3, ""Travel"": 2}",Social
teem,"{""Travel"": 3, ""Food"": 2, ""Numbers & Quantities"": 1}",Travel
uncanny,"{""Food"": 2, ""Numbers & Quantities"": 1}",Food
